title,publishedAt,sent_pos,sent_neg,sent_neutral
Bitcoin CDD Shows Uptick In Coin Movement — Early Signs of Profit-Taking?,2025-06-04 04:00:10,0.917580366134644,0.039123702794313,0.043295815587044
Bitcoin profit-taking underway as ‘big whales’ continue sell-off,2025-06-04 03:56:26,0.868116319179535,0.086130842566490,0.045752901583910
DMG Blockchain Solutions Announces Preliminary May Operational Results,2025-06-04 03:54:10,0.044501271098852,0.049753934144974,0.905744791030884
Trump's Truth Social Files For Bitcoin ETF As Family Goes 'Seriously Long' On Crypto,2025-06-04 03:50:04,0.036842655390501,0.096847079694271,0.866310298442841
DMG Blockchain Solutions Announces Preliminary May Operational Results,2025-06-04 03:50:00,0.044501271098852,0.049753934144974,0.905744791030884
Dogecoin (DOGE) Consolidates Losses — Can Meme Coin Mania Make a Comeback?,2025-06-04 03:48:57,0.166668087244034,0.040595255792141,0.792736709117889
Consensus 2025 – Top 10 Trends Defining Crypto’s Future,2025-06-04 03:40:22,0.116482265293598,0.013085600920022,0.870432138442993
Dogecoin Begins Rebound—But These Solana and Ethereum Meme Coins Are Up Even More,2025-06-04 03:28:18,0.919146776199341,0.034025937318802,0.046827241778374
"Bitcoin Profit Taking Speeds Up Post Golden Cross, Hourly BTC Cashouts Top $500M, Blockchain Data Show",2025-06-04 03:27:52,0.941214263439178,0.027737356722355,0.031048370525241
Trump memecoin wallet in ‘absolute chaos’ as family org unaware of launch,2025-06-04 03:27:33,0.077692918479443,0.352377235889435,0.569929897785187
"X’s New DM Feature XChat Will Have ‘Bitcoin-Style’ Encryption, Says Elon Musk",2025-06-04 03:23:58,0.140867412090302,0.007714168634266,0.851418435573578
"Bitcoin Profit Taking Speeds Up Post Golden Cross, Hourly BTC Cashouts Top $500M, Blockchain Data Show",2025-06-04 03:12:16,0.941214263439178,0.027737356722355,0.031048370525241
"Bitcoin, Ethereum, Dogecoin Slip As Investors Anticipate Trump-Jinping Call: Too Early For An ETH Top? This Analyst Says $3000 Is On Target",2025-06-04 03:05:39,0.100375719368458,0.557083010673523,0.342541337013245
$500M Bet On Solana: Education Platform Aims To Supercharge Its Treasury,2025-06-04 03:00:47,0.629096329212189,0.008002883754671,0.362900793552399
XRP Price Gains Pace — Bulls Eye Break Above Resistance,2025-06-04 02:48:30,0.906262457370758,0.034814108163118,0.058923430740833
Bitcoin,2025-06-04 02:45:49,0.019536944106221,0.045549366623163,0.934913635253906
Meta signs 20-year nuclear energy deal to power AI,2025-06-04 02:21:38,0.527274131774902,0.011301705613732,0.461424142122269
U.S. President Donald Trump’s Social Media Firm Truth Social To Launch Spot Bitcoin ETF,2025-06-04 02:21:35,0.093209639191628,0.010328695178032,0.896461665630341
"Pakistan to Establish a Bitcoin Strategic Reserve, Allocate 2000 Megawatts of Energy for Crypto Mining",2025-06-04 02:15:00,0.721754550933838,0.007727651856840,0.270517826080322
Is Trump unveiling a crypto wallet? His associates say yes. His sons say no.,2025-06-04 02:03:20,0.048229053616524,0.037674322724342,0.914096593856812
Ethereum’s big moment: Why institutions are betting big on ETH,2025-06-04 02:00:51,0.060191370546818,0.018203919753432,0.921604692935944
Ethereum Daily Chart Signals Strength Amid Market Uncertainty – Analyst,2025-06-04 02:00:08,0.939286172389984,0.020948944613338,0.039764832705259
Bybit reveals security overhaul in response to $1.4B hack,2025-06-04 02:00:00,0.939111828804016,0.021197972819209,0.039690151810646
Anthony Scaramucci Agrees Bitcoin Skeptic Jamie Dimon Would Be A 'Welcome Alternative' As President,2025-06-04 01:59:15,0.615224838256836,0.013750548474491,0.371024578809738
U.S. President Donald Trump’s Social Media Firm Truth Social To Launch Spot Bitcoin ETF,2025-06-04 01:59:00,0.093209639191628,0.010328695178032,0.896461665630341
Why Bitcoin,2025-06-04 01:54:45,0.021729772910476,0.052017118781805,0.926253139972687
"Ethereum Price Aims Upside Break, Can The Bulls Regain Control?",2025-06-04 01:48:56,0.122438788414001,0.028192644938827,0.849368512630463
Asia Morning Briefing: ETH On-Chain Metrics Signal Potential Bull Run Ahead,2025-06-04 01:06:57,0.598703742027283,0.341714233160019,0.059582058340311
Pro-crypto lawmaker misses Bitcoin disclosure deadline – Is Washington turning a blind eye?,2025-06-04 01:03:46,0.025781594216824,0.645322382450104,0.328896075487137
"Cardano among week’s top losers, but THIS hints at a recovery",2025-06-04 01:00:35,0.835776686668396,0.130517721176147,0.033705532550812
Bitcoin Price Encounters Resistance — Traders Eye Breakout or Rejection,2025-06-04 00:54:17,0.140458360314369,0.777029812335968,0.082511827349663
dogwifhat: What you should do to profit from WIF’s 24% dip,2025-06-04 00:30:00,0.130655452609062,0.010790000669658,0.858554482460022
Exclusive Poll: Nearly Half of American Voters Back Expanding Retirement Investment Options,2025-06-04 00:20:01,0.107453286647797,0.061566978693008,0.830979704856873
Trump-linked asset manager files Truth Social Bitcoin ETF with SEC,2025-06-04 00:15:57,0.054228525608778,0.014127095229924,0.931644380092621
Trump's Truth Social takes step toward launching bitcoin ETF with NYSE Arca filing,2025-06-04 00:07:41,0.332153528928757,0.006867358461022,0.660979092121124
NYSE Arca submits filing to list Truth Social’s spot Bitcoin ETF,2025-06-04 00:00:28,0.038614481687546,0.019160617142916,0.942224979400635
Trump's Truth Social takes step toward launching bitcoin ETF with NYSE Arca filing,2025-06-04 00:00:00,0.332153528928757,0.006867358461022,0.660979092121124
Trump's sons distance themselves from new Trump-branded crypto venture,2025-06-03 23:54:43,0.015909302979708,0.865263879299164,0.118826843798161
Charlie Robinson Interview – What The Hell Is Happening? (5/29/25),2025-06-03 23:53:00,0.026224654167891,0.118063002824783,0.855712354183197
Trump-Tied ‘Truth Social Bitcoin ETF’ Inches Closer After Filing,2025-06-03 23:34:07,0.648247599601746,0.051874049007893,0.299878329038620
"XRP and Bitcoin Quietly Becoming the Backbone of Real Estate, and Gary Cardone is Betting Big",2025-06-03 23:33:05,0.080236479640007,0.013045584782958,0.906717956066132
Accused crypto torture bro William Duplessie allegedly once dated Joe Biden’s niece Caroline: sources,2025-06-03 23:33:02,0.028264971449971,0.236248120665550,0.735486924648285
Ripple USD Just Got Approved In Dubai—Here’s Why It Matters,2025-06-03 23:30:48,0.070000559091568,0.017779337242246,0.912220060825348
Bitcoin Exchange Netflow Goes Red – 3.6K BTC Daily Outflows Signal Accumulation,2025-06-03 23:30:04,0.099866114556789,0.850243866443634,0.049890052527189
"Consensys CEO Joe Lubin envisions Ethereum anchoring global finance, surpassing Bitcoin",2025-06-03 23:15:36,0.174325481057167,0.010223747231066,0.815450787544250
BCP launches British pound stablecoin,2025-06-03 23:05:55,0.156339585781097,0.034669168293476,0.808991253376007
Strategy to sell 2.5M ‘Stride’ shares to fuel massive Bitcoin buying binge,2025-06-03 23:00:10,0.135144710540771,0.072072401642799,0.792782902717590
"Ethereum Reclaims Pivotal Level – Key Resistance Around $2,650",2025-06-03 23:00:02,0.734916806221008,0.190321177244186,0.074761986732483
Asian Stock Futures Buoyed by US Jobs Surprise: Markets Wrap,2025-06-03 22:39:32,0.440962314605713,0.407700598239899,0.151337102055550
NYSE Arca submits filing for listing of Truth Social Bitcoin ETF,2025-06-03 22:38:31,0.030480250716209,0.019056877121329,0.950462937355042
"Trump Media And Technology Group (DJT) Files To Launch The Truth Social Bitcoin ETF, Don Jr. Denies Any Involvement With The $TRUMP Wallet",2025-06-03 22:35:43,0.025596793740988,0.062413528561592,0.911989688873291
"'Existential Crisis': Bitcoin Quantum Computing Threat Is Fast Approaching, Experts Say",2025-06-03 22:33:07,0.021579850465059,0.844300210475922,0.134119927883148
NYSE Arca submits filing for listing of Truth Social Bitcoin ETF,2025-06-03 22:31:49,0.030480250716209,0.019056877121329,0.950462937355042
"Jack Dorsey's ultimate bet, 'we are bitcoin only'",2025-06-03 22:12:15,0.093899391591549,0.019223239272833,0.886877417564392
US military leadership to back Bitcoin strategic reserve — Senator Lummis,2025-06-03 22:00:18,0.420185804367065,0.101458750665188,0.478355407714844
What World Does Bitcoin Want To Build For Itself?,2025-06-03 21:54:30,0.055916983634233,0.015566688030958,0.928516268730164
 ATTENTION IS THE NEW CURRENCY ,2025-06-03 21:54:11,0.099750809371471,0.023871922865510,0.876377284526825
"Truth Social files for Bitcoin ETF, marking Trump Media’s latest crypto expansion",2025-06-03 21:54:04,0.054291512817144,0.022542050108314,0.923166513442993
Trump's Truth Social Bitcoin ETF Seeks SEC Approval: NYSE Filing,2025-06-03 21:51:09,0.095445759594440,0.012258251197636,0.892295956611633
Strategy Plans To Raise $250 Million Via Preferred Stock Sales To Fuel Stunning Bitcoin Buying Spree,2025-06-03 21:37:29,0.707399010658264,0.007458864245564,0.285142093896866
"CleanSpark ramps up Bitcoin mining by 9% in May, boosts hash rate, power capacity",2025-06-03 21:30:14,0.943324983119965,0.011888657696545,0.044786315411329
WinnerMining launches new energy power project.,2025-06-03 21:30:00,0.194654762744904,0.012717964127660,0.792627274990082
"CoinsBee Emerges as World’s Largest Crypto Gift Card Platform After Surpassing 5,000 Gift Card Brands",2025-06-03 21:27:05,0.904262781143188,0.009324777871370,0.086412385106087
"Freedom, Decentralization, & Unity: Stay True To These Principles & The Future Is Ours, Says Ross Ulbricht",2025-06-03 21:21:07,0.483192145824432,0.013273435644805,0.503534436225891
Path for Bitcoin Solaris to Become ‘The Bitcoin That Got Away’ Redemption Cleared,2025-06-03 21:07:30,0.275289803743362,0.021825917065144,0.702884256839752
Pro-crypto lawmaker misses Bitcoin disclosure deadline – Is Washington turning a blind eye?,2025-06-03 21:00:13,0.025781594216824,0.645322382450104,0.328896075487137
"As more companies pivot into crypto, who's buying bitcoin?",2025-06-03 20:52:18,0.037006020545959,0.046817503869534,0.916176497936249
Ethereum Co-Founder in Talks With 'Major Sovereign Wealth Funds'—Will They Buy ETH?,2025-06-03 20:51:51,0.070955529808998,0.013147368095815,0.915897071361542
 ERIC KIM: PICKING UP SPEED ,2025-06-03 20:48:46,0.238634109497070,0.021338965743780,0.740026950836182
"NGX becomes first public Norwegian firm to adopt the Bitcoin standard, stock surges 138%",2025-06-03 20:46:04,0.831550002098083,0.042010553181171,0.126439452171326
Robinhood Shares Ride Crypto Boom Back to Record Highs,2025-06-03 20:42:17,0.844049513339996,0.071444399654865,0.084506139159203
️ ERIC KIM: THE UNDISPUTED MEME LORD ️,2025-06-03 20:38:33,0.045553639531136,0.045772451907396,0.908673942089081
Bitcoin Miners Notch Gains as Meta Signs 20-Year AI Deal With Nuclear Plant,2025-06-03 20:36:30,0.924341082572937,0.036767467856407,0.038891423493624
 ERIC KIM INTERNET CARPET BOMB STRATEGY TACTIC ,2025-06-03 20:33:17,0.037192348390818,0.030113819986582,0.932693779468536
Altcoin Market Cap Flashes A Bullish Cross – Is The Next Altseason Brewing?,2025-06-03 20:30:08,0.134758800268173,0.094916999340057,0.770324230194092
Bitcoin breaks the rules - but that might just be the point (Paul Quickenden),2025-06-03 20:22:07,0.040137637406588,0.058601871132851,0.901260495185852
"Bitcoin, Ethereum, Dogecoin Continue Uptrend, XRP Surges Over 5%",2025-06-03 20:14:31,0.914159476757050,0.050572331994772,0.035268269479275
AGM Group Holdings Inc. Announces Completion of 50 for 1 Share Consolidation,2025-06-03 20:05:00,0.083740241825581,0.018309192731977,0.897950530052185
"Bitcoin Stalls At $106,000: What's Coming Next?",2025-06-03 20:03:10,0.039578314870596,0.379560142755508,0.580861568450928
"Donald Trump Jr. Says Family Got Into Crypto After Being Debanked, Realizing Financial System Was ‘Pyramid Scheme’",2025-06-03 19:55:14,0.028533818200231,0.398759514093399,0.572706639766693
Why a Bitcoin Treasury Strategy Is Risky: Analyst,2025-06-03 19:52:20,0.033567633479834,0.057492736726999,0.908939659595490
Growing Use of Bitcoin Treasuries,2025-06-03 19:44:11,0.633530199527740,0.013637760654092,0.352832078933716
"Trump's USD1 stablecoin is off to a rocky start, data shows",2025-06-03 19:39:53,0.049700856208801,0.893385291099548,0.056913822889328
"U.S. CISA adds ASUS RT-AX55 devices, Craft CMS, and ConnectWise ScreenConnect flaws to its Known Exploited Vulnerabilities catalog",2025-06-03 19:34:51,0.081304162740707,0.239848211407661,0.678847610950470
"NFTs and the Future of Photography: Fad, Fortune, or a Fresh Frame?",2025-06-03 19:33:38,0.047470115125179,0.027003269642591,0.925526678562164
Bitcoin Miners Notch Gains as Meta Signs 20-Year AI Deal With Nuclear Plant,2025-06-03 19:23:34,0.924341082572937,0.036767467856407,0.038891423493624
"Tokenized funds are scaling fast, hitting $5.7B — Moody’s",2025-06-03 19:15:37,0.934223413467407,0.016758201643825,0.049018345773220
Bitcoin: How BlackRock can create BTC’s next supply shock,2025-06-03 19:00:40,0.061446875333786,0.014690950512886,0.923862218856812
Crypto ATMs Under Fire: Australia Cracks Down Amid Scam Surge,2025-06-03 19:00:09,0.029425468295813,0.933536708354950,0.037037871778011
"TRUMP wallet will let users buy BTC, SOL and more: spokesperson",2025-06-03 18:45:22,0.077757462859154,0.009974683634937,0.912267923355103
StanChart warns of potential liquidation risks for corporations adopting Bitcoin at high prices,2025-06-03 18:34:43,0.071506097912788,0.068258248269558,0.860235691070557
Donald Trump Jr. distances himself from $TRUMP meme coin: 'I wasn't involved',2025-06-03 18:33:50,0.112589478492737,0.011759650893509,0.875650823116302
Is $250K Bitcoin Possible This Year? This Research Chief Thinks So,2025-06-03 18:30:34,0.088890396058559,0.014146883971989,0.896962702274323
Elon Musk and the Future of Dogecoin: 2025 Cloud Mining Profitability Analysis for Smart Investors,2025-06-03 18:30:00,0.077500812709332,0.012146819382906,0.910352408885956
Human Brain Cells on a Chip for Sale,2025-06-03 18:28:21,0.073431506752968,0.019356910139322,0.907211542129517
$TRUMP crypto wallet launches for president's meme token,2025-06-03 18:23:00,0.048505023121834,0.051082890480757,0.900412082672119
Trump Jr Insists 'You Don't Know' Who Really Buys Memecoin Despite His Dad Hosting Dinner With Top Holders Weeks Ago,2025-06-03 18:22:12,0.073431506752968,0.019356910139322,0.907211542129517
$TRUMP crypto wallet launches for president's meme token,2025-06-03 18:18:31,0.672450184822083,0.106998741626740,0.220551118254662
Publicly Traded Edtech's Stock Soars 44% After Solana Treasury Pivot,2025-06-03 18:12:14,0.000000000000000,0.000000000000000,0.000000000000000
,,0.021836856380105,0.942455172538757,0.035707902163267
